Год,Месяц_текст,Название должности,Уровень позиции,Формат работы,Ключевые навыки,Город,Зарплата
2022,Январь,консультант,senior,офис,"['1С', 'ERP', 'УТ']",Москва,150000
2022,Январь,специалист,junior,офис,"['1С', 'ERP', 'УТ']",Москва,105000
2022,Январь,эксперт,junior,удаленно,"['1С', 'SQL']",Москва,250000
2022,Январь,консультант,senior,гибрид,"['1С', 'ERP', 'УПП', 'БП']",Москва,150000
2022,Январь,программист,lead,гибрид,"['1С', 'ERP', 'БП', 'УТ', 'СКД']",Санкт-Петербург,190000
2022,Январь,программист,lead,удаленно,['1С'],Москва,150000
2022,Январь,консультант,lead,удаленно,"['1С', 'ERP']",Мир,175000
2022,Январь,консультант,middle,удаленно,"['1С', 'ЗУП']",Москва,120000
2022,Январь,администратор,middle,удаленно,['1С'],Россия,175000
2022,Январь,программист,middle,удаленно,"['1С', 'ERP', 'УТ']",Россия,158000
2022,Январь,эксперт,middle,удаленно,"['1С', 'Java']",Мир,312000
2022,Январь,аналитик,senior,гибрид,"['1С', 'ERP', 'ЗУП', 'БП']",Россия,150000
2022,Январь,программист,middle,удаленно,['1С'],Московский,175000
2022,Январь,разработчик,senior,удаленно,['1С'],Москва,225000
2022,Январь,разработчик,middle,гибрид,"['1С', 'БП']",Москва,180000
2022,Январь,программист,middle,офис,['1С'],Нижний Новгород,170000
2022,Январь,программист,middle,удаленно,"['1С', 'ERP', 'УТ', 'СКД']",Мир,62000
2022,Январь,программист,middle,удаленно,['1С'],Краснодар,140000
2022,Январь,разработчик,middle,удаленно,"['1С', 'ЗУП', 'БП']",Москва,159000
2022,Январь,программист,middle,гибрид,"['1С', 'ERP']",Мир,200000
2022,Январь,программист,middle,офис,"['1С', 'БП', 'УТ']",Россия,138000
2021,Декабрь,тестировщик,senior,удаленно,"['1С', 'ERP', 'ЗУП', 'УТ']",Москва,150000
2021,Декабрь,разработчик,junior,офис,"['1С', 'Python', 'JavaScript', 'HTML', 'CSS', 'React']",Омск,158000
2021,Декабрь,руководитель,lead,гибкий,"['1С', 'УТ']",Мир,250000
2021,Декабрь,программист,lead,удаленно,"['1С', 'SQL', 'ERP']",Москва,212000
2021,Декабрь,специалист,middle,офис,"['1С', 'ЗУП']",Мир,170000
2021,Декабрь,программист,lead,офис,"['1С', 'ERP', 'УПП', 'УТ', 'СКД', 'XML', 'JSON', 'SOAP']",Нижний Новгород,170000
2021,Декабрь,программист,middle,офис,"['1С', 'ЗУП']",Пермь,13000
2021,Декабрь,разработчик,middle,удаленно,['1С'],Омск,170000
2021,Декабрь,разработчик,middle,гибрид,['1С'],Мир,150000
2021,Декабрь,программист,middle,офис,"['1С', 'ЗУП']",Мир,125000
2021,Декабрь,аналитик,middle,удаленно,"['1С', 'ЗУП', 'УТ']",Кострома,96000
2021,Декабрь,программист,middle,удаленно,"['1С', 'SQL', 'HTML', 'CSS', 'XML', 'JSON']",Мир,125000
2021,Декабрь,программист,middle,офис,['1С'],Санкт-Петербург,140000
2021,Декабрь,разработчик,lead,офис,"['1С', 'ЗУП']",Москва,250000
2021,Декабрь,аналитик,middle,удаленно,['1С'],Москва,170000
2021,Декабрь,разработчик,middle,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП', 'SOAP']",Москва,145000
2021,Декабрь,разработчик,lead,офис,"['1С', 'ЗУП']",Москва,200000
2021,Декабрь,программист,manager,гибрид,['1С'],Москва,172000
2021,Декабрь,программист,middle,удаленно,['1С'],Мир,160000
2021,Ноябрь,аналитик,middle,гибрид,"['1С', 'ERP', 'ЗУП', 'БП']",Россия,126000
2021,Ноябрь,программист,manager,удаленно,['1С'],Москва,150000
2021,Ноябрь,программист,lead,офис,"['1С', 'ERP', 'УТ', 'СКД']",Москва,188000
2021,Ноябрь,аналитик,middle,удаленно,"['1С', 'ERP', 'УПП']",Россия,266000
2021,Ноябрь,программист,middle,удаленно,"['1С', 'SQL', 'JSON', 'REST API']",Подольск,125000
2021,Ноябрь,аналитик,middle,удаленно,"['1С', 'ERP', 'УПП', 'УТ']",Москва,200000
2021,Ноябрь,консультант,middle,гибкий,"['1С', 'ERP']",Москва,166000
2021,Ноябрь,программист,senior,удаленно,"['1С', 'СКД']",Свободный,600000
2021,Ноябрь,программист,middle,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'УТ']",Москва,150000
2021,Ноябрь,консультант,middle,гибкий,"['1С', 'ERP', 'ЗУП', 'УТ']",Мытищи,115000
2021,Ноябрь,программист,middle,удаленно,"['1С', 'SQL', 'ЗУП', 'БП', 'УТ', 'СКД']",Москва,140000
2021,Ноябрь,программист,manager,гибрид,"['1С', 'ЗУП']",Москва,182000
2021,Ноябрь,специалист,middle,гибрид,"['1С', 'ERP', 'ЗУП']",Россия,200000
2021,Ноябрь,программист,middle,офис,"['1С', 'УТ']",Московский,162000
2021,Ноябрь,программист,middle,гибрид,"['1С', 'ЗУП']",Москва,160000
2021,Ноябрь,программист,middle,офис,"['1С', 'SQL']",Россия,166000
2021,Ноябрь,аналитик,senior,офис,"['1С', 'JSON', 'SOAP']",Москва,160000
2021,Ноябрь,аналитик,manager,офис,"['1С', 'ERP', 'УТ']",Мир,175000
2021,Ноябрь,эксперт,manager,офис,['1С'],Мир,250000
2021,Октябрь,разработчик,middle,удаленно,"['1С', 'ЗУП', 'JSON']",Москва,192000
2021,Октябрь,аналитик,lead,офис,"['1С', 'УПП', 'ЗУП']",Санкт-Петербург,130000
2021,Октябрь,разработчик,manager,удаленно,"['1С', 'ERP', 'УПП']",Москва,160000
2021,Октябрь,аналитик,manager,удаленно,['1С'],Россия,175000
2021,Октябрь,разработчик,middle,удаленно,['1С'],Москва,145000
2021,Октябрь,консультант,lead,удаленно,"['1С', 'ERP']",Москва,158000
2021,Октябрь,аналитик,lead,удаленно,['1С'],Москва,175000
2021,Октябрь,тимлид,lead,офис,['1С'],Россия,195000
2021,Октябрь,программист,middle,гибрид,"['1С', 'ERP', 'СКД']",Иваново,188000
2021,Октябрь,архитектор,lead,офис,['1С'],Москва,250000
2021,Октябрь,программист,middle,удаленно,['1С'],Мир,155000
2021,Октябрь,разработчик,middle,гибрид,"['1С', 'ERP']",Калининград,162000
2021,Октябрь,программист,middle,офис,['1С'],Нижний Новгород,250000
2021,Октябрь,программист,middle,удаленно,"['1С', 'ERP']",Мир,200000
2021,Октябрь,программист,middle,офис,"['1С', 'ЗУП']",Россия,219000
2021,Октябрь,разработчик,senior,удаленно,"['1С', 'ЗУП']",Россия,225000
2021,Октябрь,разработчик,senior,гибрид,"['1С', 'БП', 'УТ']",Москва,225000
2021,Октябрь,специалист,middle,удаленно,"['1С', 'СКД']",Мир,135000
2021,Октябрь,программист,middle,гибкий,"['1С', 'JSON']",Москва,188000
2021,Октябрь,аналитик,middle,удаленно,['1С'],Россия,160000
2021,Октябрь,программист,middle,удаленно,"['1С', 'УПП']",Мытищи,250000
2021,Октябрь,программист,lead,гибрид,"['1С', 'ERP', 'ЗУП', 'БП']",Санкт-Петербург,175000
2021,Октябрь,консультант,middle,удаленно,"['1С', 'ERP']",Отрадный,200000
2021,Октябрь,программист,lead,удаленно,['1С'],Москва,188000
2021,Октябрь,аналитик,lead,офис,"['1С', 'ERP', 'УТ']",Москва,188000
2021,Октябрь,разработчик,middle,гибкий,"['1С', 'ЗУП', 'SOAP']",Москва,212000
2021,Сентябрь,программист,middle,гибкий,"['1С', 'ERP']",Мир,215000
2021,Сентябрь,аналитик,middle,гибрид,['1С'],Москва,150000
2021,Сентябрь,программист,lead,удаленно,"['1С', 'ЗУП']",Москва,175000
2021,Сентябрь,аналитик,middle,офис,"['1С', 'ERP', 'XML', 'JSON']",Москва,180000
2021,Сентябрь,программист,lead,удаленно,"['1С', 'ЗУП', 'БП']",Мир,126000
2021,Сентябрь,программист,middle,офис,"['1С', 'ЗУП']",Москва,160000
2021,Сентябрь,разработчик,middle,офис,"['1С', 'SQL', 'ЗУП']",Магадан,122000
2021,Сентябрь,разработчик,middle,гибрид,"['1С', 'ЗУП', 'УТ']",Пермь,110000
2021,Сентябрь,аналитик,middle,удаленно,['1С'],Москва,175000
2021,Сентябрь,программист,middle,удаленно,"['1С', 'ЗУП']",Россия,131000
2021,Сентябрь,разработчик,lead,гибкий,"['1С', 'ERP', 'УПП', 'ЗУП']",Екатеринбург,131000
2021,Сентябрь,разработчик,middle,гибрид,"['1С', 'SQL']",Москва,188000
2021,Сентябрь,консультант,senior,удаленно,"['1С', 'ЗУП']",Россия,185000
2021,Сентябрь,специалист,middle,офис,['1С'],Россия,125000
2021,Сентябрь,архитектор,lead,удаленно,"['1С', 'ERP']",Казань,190000
2021,Сентябрь,программист,lead,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП']",Санкт-Петербург,130000
2021,Сентябрь,аналитик,middle,удаленно,"['1С', 'ERP']",Абакан,188000
2021,Сентябрь,разработчик,middle,удаленно,"['1С', 'ЗУП']",Красноярск,105000
2021,Сентябрь,специалист,middle,офис,"['1С', 'ЗУП']",Москва,250000
2021,Сентябрь,аналитик,lead,офис,"['1С', 'ERP']",Москва,175000
2021,Сентябрь,консультант,junior,гибрид,['1С'],Москва,125000
2021,Сентябрь,аналитик,middle,офис,"['1С', 'ERP']",Санкт-Петербург,120000
2021,Август,аналитик,middle,удаленно,"['1С', 'ERP']",Мир,160000
2021,Август,разработчик,junior,гибрид,"['1С', 'СКД', 'XML', 'JSON']",Москва,150000
2021,Август,консультант,senior,офис,['1С'],Россия,100000
2021,Август,программист,manager,офис,['1С'],Московский,150000
2021,Август,консультант,senior,офис,"['1С', 'ERP', 'ЗУП']",Россия,110000
2021,Август,программист,lead,офис,"['1С', 'ERP', 'СКД']",Россия,110000
2021,Август,программист,middle,офис,"['1С', 'БП', 'SOAP']",Москва,625000
2021,Август,программист,lead,гибкий,"['1С', 'SQL', 'СКД']",Москва,170000
2021,Август,разработчик,manager,офис,['1С'],Москва,312000
2021,Август,тестировщик,lead,офис,['1С'],Москва,162000
2021,Август,программист,middle,удаленно,"['1С', 'ERP']",Нижний Новгород,162000
2021,Август,программист,middle,офис,['1С'],Москва,150000
2021,Август,программист,middle,гибрид,['1С'],Калининград,88000
2021,Август,программист,middle,гибкий,"['1С', 'ЗУП', 'БП', 'XML', 'JSON']",Москва,188000
2021,Август,программист,middle,офис,"['1С', 'ЗУП']",Казань,131000
2021,Август,аналитик,middle,удаленно,"['1С', 'ERP', 'УТ']",Москва,150000
2021,Август,программист,middle,офис,['1С'],Москва,175000
2021,Август,аналитик,senior,удаленно,"['1С', 'ERP', 'ЗУП']",Москва,155000
2021,Август,консультант,lead,офис,"['1С', 'ERP']",Москва,802000
2021,Август,разработчик,lead,офис,"['1С', 'ERP', 'СКД']",Москва,192000
2021,Август,аналитик,manager,офис,"['1С', 'БП']",Россия,250000
2021,Июль,программист,middle,удаленно,['1С'],Мир,80000
2021,Июль,программист,lead,офис,"['1С', 'ERP']",Россия,145000
2021,Июль,разработчик,lead,офис,"['1С', 'ERP', 'УТ', 'REST API', 'SOAP']",Мир,155000
2021,Июль,аналитик,lead,офис,"['1С', 'ERP', 'ЗУП']",Московский,115000
2021,Июль,разработчик,lead,офис,"['1С', 'ERP', 'УПП', 'УТ']",Москва,215000
2021,Июль,аналитик,lead,офис,"['1С', 'ERP', 'УПП', 'БП']",Москва,155000
2021,Июль,аналитик,lead,офис,"['1С', 'ERP', 'ЗУП', 'УТ']",Москва,188000
2021,Июль,программист,middle,офис,['SQL'],Россия,262000
2021,Июль,разработчик,junior,гибрид,"['1С', 'ERP', 'УПП']",Мир,195000
2021,Июль,программист,middle,офис,"['1С', 'ERP']",Московский,135000
2021,Июль,разработчик,middle,удаленно,['1С'],Москва,262000
2021,Июль,разработчик,middle,офис,"['1С', 'ERP', 'УПП', 'БП', 'УТ']",Москва,175000
2021,Июль,разработчик,middle,удаленно,"['1С', 'ЗУП']",Красноярск,88000
2021,Июль,программист,middle,офис,"['1С', 'SQL']",Москва,219000
2021,Июль,методолог,middle,офис,"['1С', 'ЗУП']",Пермь,12000
2021,Июль,аналитик,middle,удаленно,"['1С', 'ERP']",Россия,195000
2021,Июль,разработчик,middle,удаленно,"['1С', 'SQL', 'УТ', 'XML']",Мир,195000
2021,Июль,программист,manager,офис,"['1С', 'ЗУП', 'БП', 'СКД']",Ростов,188000
2021,Июль,программист,middle,удаленно,"['1С', 'ЗУП', 'БП', 'СКД']",Москва,200000
2021,Июль,тестировщик,middle,удаленно,['1С'],Москва,125000
2021,Июль,программист,middle,офис,['1С'],Краснодар,80000
2021,Июль,программист,middle,офис,"['1С', 'ЗУП']",Москва,175000
2021,Июль,разработчик,middle,офис,"['1С', 'УТ', 'СКД']",Казань,212000
2021,Июль,аналитик,middle,офис,"['1С', 'ERP']",Санкт-Петербург,188000
2021,Июль,программист,middle,офис,"['1С', 'SQL', 'СКД', 'XML']",Воронеж,1000000
2021,Июль,консультант,middle,офис,"['1С', 'ERP', 'УПП']",Москва,165000
2021,Июль,программист,middle,офис,"['1С', 'ERP']",Москва,125000
2021,Июль,программист,middle,гибкий,"['1С', 'SQL', 'СКД']",Москва,170000
2021,Июнь,программист,middle,офис,"['1С', 'СКД']",Казань,80000
2021,Июнь,разработчик,middle,офис,"['1С', 'ЗУП']",Мир,150000
2021,Июнь,разработчик,middle,удаленно,"['1С', 'УПП', 'УТ']",Москва,175000
2021,Июнь,аналитик,manager,удаленно,"['1С', 'ERP']",Россия,200000
2021,Июнь,программист,lead,офис,"['1С', 'СКД']",Иркутск,250000
2021,Июнь,разработчик,middle,удаленно,"['1С', 'ERP', 'УПП', 'СКД']",Москва,160000
2021,Июнь,программист,manager,офис,"['1С', 'SQL']",Москва,201000
2021,Июнь,архитектор,senior,удаленно,['1С'],Россия,162000
2021,Июнь,программист,senior,удаленно,"['1С', 'ЗУП']",Москва,153000
2021,Июнь,программист,manager,удаленно,"['1С', 'ERP']",Мир,105000
2021,Июнь,программист,middle,удаленно,"['1С', 'SQL', 'СКД']",Кострома,125000
2021,Июнь,эксперт,middle,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Мир,109000
2021,Июнь,разработчик,middle,удаленно,"['1С', 'SQL', 'ERP', 'БП', 'УТ', 'СКД']",Мир,155000
2021,Июнь,программист,middle,удаленно,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ', 'СКД']",Москва,215000
2021,Июнь,программист,lead,гибкий,"['1С', 'XML']",Мир,175000
2021,Июнь,разработчик,junior,удаленно,['1С'],Пермь,88000
2021,Май,программист,middle,офис,"['1С', 'ЗУП', 'УТ', 'СКД']",Мир,180000
2021,Май,специалист,middle,офис,"['1С', 'УПП', 'ЗУП', 'БП']",Россия,88000
2021,Май,специалист,middle,офис,['1С'],Москва,130000
2021,Май,методолог,lead,офис,"['1С', 'ERP', 'ЗУП']",Москва,200000
2021,Май,программист,middle,гибрид,"['1С', 'СКД']",Россия,138000
2021,Май,программист,middle,офис,"['1С', 'УПП', 'ЗУП', 'БП', 'СКД']",Москва,125000
2021,Май,программист,junior,удаленно,"['1С', 'СКД']",Ростов,88000
2021,Май,программист,middle,офис,"['1С', 'ERP']",Москва,188000
2021,Май,разработчик,lead,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'БП']",Новосибирск,131000
2021,Май,разработчик,middle,удаленно,['1С'],Россия,150000
2021,Май,специалист,middle,офис,['1С'],Казань,105000
2021,Май,программист,middle,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'БП']",Воронеж,105000
2021,Май,аналитик,middle,офис,"['1С', 'ЗУП', 'УТ']",Москва,175000
2021,Май,аналитик,lead,удаленно,"['1С', 'ERP', 'УПП']",Мир,110000
2021,Май,разработчик,middle,удаленно,"['1С', 'SQL', 'JavaScript']",Мир,155000
2021,Май,программист,senior,офис,"['1С', 'SQL', 'ERP', 'ЗУП', 'БП', 'СКД']",Москва,135000
2021,Апрель,консультант,middle,удаленно,"['1С', 'ERP', 'УПП']",Россия,88000
2021,Апрель,консультант,middle,офис,"['1С', 'УТ']",Москва,215000
2021,Апрель,аналитик,middle,офис,"['1С', 'ERP', 'УПП']",Москва,210000
2021,Апрель,программист,lead,офис,"['1С', 'СКД']",Москва,175000
2021,Апрель,разработчик,lead,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Россия,145000
2021,Апрель,разработчик,middle,удаленно,['1С'],Санкт-Петербург,162000
2021,Апрель,архитектор,middle,офис,['1С'],Москва,235000
2021,Апрель,разработчик,middle,офис,"['1С', 'СКД']",Москва,104000
2021,Апрель,программист,middle,офис,"['1С', 'ERP']",Москва,114000
2021,Апрель,программист,middle,удаленно,['1С'],Россия,135000
2021,Апрель,администратор,middle,офис,['1С'],Москва,1005000
2021,Апрель,программист,middle,удаленно,"['1С', 'УПП', 'СКД']",Москва,125000
2021,Апрель,аналитик,middle,удаленно,"['1С', 'ERP']",Москва,150000
2021,Апрель,разработчик,middle,офис,"['1С', 'ЗУП', 'БП', 'УТ', 'SOAP']",Москва,188000
2021,Апрель,разработчик,middle,удаленно,['1С'],Москва,155000
2021,Апрель,разработчик,middle,офис,"['1С', 'ERP', 'УТ']",Москва,140000
2021,Апрель,программист,middle,офис,"['1С', 'ЗУП']",Мир,70000
2021,Апрель,программист,middle,удаленно,"['1С', 'SQL']",Москва,85000
2021,Апрель,аналитик,middle,удаленно,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ']",Москва,180000
2021,Апрель,аналитик,middle,удаленно,"['1С', 'ERP', 'ЗУП']",Москва,150000
2021,Март,программист,junior,офис,"['1С', 'УТ']",Москва,42000
2021,Март,программист,middle,офис,"['1С', 'БП', 'УТ']",Казань,125000
2021,Март,аналитик,middle,удаленно,"['1С', 'УТ']",Москва,120000
2021,Март,программист,middle,удаленно,"['1С', 'БП']",Москва,145000
2021,Март,разработчик,lead,офис,['1С'],Москва,158000
2021,Март,программист,lead,удаленно,"['1С', 'УПП', 'ЗУП', 'БП', 'УТ']",Москва,206000
2021,Март,разработчик,senior,удаленно,"['1С', 'ЗУП', 'БП']",Москва,205000
2021,Март,программист,middle,удаленно,"['1С', 'ERP', 'УТ', 'СКД']",Москва,131000
2021,Март,разработчик,middle,офис,"['1С', 'ERP']",Москва,200000
2021,Март,программист,middle,офис,"['1С', 'ERP', 'БП']",Самара,105000
2021,Март,разработчик,middle,удаленно,"['1С', 'ERP', 'СКД']",Москва,158000
2021,Март,консультант,lead,удаленно,"['1С', 'ERP', 'УПП']",Москва,162000
2021,Март,разработчик,junior,удаленно,['1С'],Пермь,61000
2021,Март,программист,lead,офис,"['1С', 'СКД']",Москва,160000
2021,Март,разработчик,middle,удаленно,"['1С', 'ЗУП', 'БП', 'УТ']",Красноярск,105000
2021,Март,программист,middle,удаленно,['1С'],Россия,138000
2021,Март,консультант,middle,офис,"['1С', 'УТ']",Москва,188000
2021,Март,программист,middle,удаленно,"['1С', 'УТ', 'СКД']",Москва,184000
2021,Март,разработчик,middle,удаленно,['1С'],Москва,210000
2021,Март,руководитель,manager,офис,"['1С', 'ERP']",Россия,188000
2021,Март,разработчик,middle,удаленно,"['1С', 'УТ', 'REST API']",Москва,190000
2021,Март,программист,manager,удаленно,"['1С', 'ERP', 'УПП', 'УТ', 'СКД']",Москва,245000
2021,Март,методолог,middle,офис,"['1С', 'ЗУП']",Казань,125000
2021,Март,аналитик,middle,удаленно,"['1С', 'ERP', 'УТ']",Москва,38000
2021,Март,аналитик,middle,офис,"['1С', 'ЗУП']",Москва,188000
2021,Март,менеджер,lead,офис,['1С'],Москва,60000
2021,Март,разработчик,lead,удаленно,['1С'],Россия,219000
2021,Февраль,программист,middle,офис,"['1С', 'УТ']",Санкт-Петербург,120000
2021,Февраль,программист,middle,удаленно,"['1С', 'ERP']",Новосибирск,110000
2021,Февраль,архитектор,lead,удаленно,"['1С', 'ERP']",Москва,235000
2021,Февраль,аналитик,lead,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Москва,100000
2021,Февраль,программист,lead,офис,"['1С', 'SQL', 'XML', 'JSON', 'SOAP']",Москва,190000
2021,Февраль,аналитик,lead,удаленно,['1С'],Москва,175000
2021,Февраль,аналитик,middle,офис,['1С'],Санкт-Петербург,88000
2021,Февраль,программист,lead,офис,"['1С', 'ERP', 'УПП']",Екатеринбург,120000
2021,Февраль,программист,middle,удаленно,"['1С', 'SQL', 'ERP', 'УТ', 'СКД']",Щёлково,145000
2021,Февраль,программист,middle,офис,"['1С', 'ЗУП', 'БП']",Мир,115000
2021,Февраль,программист,lead,удаленно,"['1С', 'СКД']",Москва,80000
2021,Февраль,программист,middle,удаленно,"['1С', 'ERP', 'БП', 'УТ', 'SOAP']",Мир,28000
2021,Февраль,разработчик,middle,удаленно,['1С'],Россия,162000
2021,Февраль,программист,middle,офис,"['1С', 'ERP', 'ЗУП', 'БП']",Санкт-Петербург,150000
2021,Февраль,программист,middle,офис,"['1С', 'SQL', 'XML', 'JSON']",Новосибирск,105000
2021,Февраль,программист,middle,гибкий,"['1С', 'ERP']",Россия,135000
2021,Февраль,программист,middle,гибкий,"['1С', 'СКД']",Санкт-Петербург,125000
2021,Январь,программист,middle,офис,"['1С', 'УПП', 'ЗУП', 'БП', 'СКД']",Воронеж,100000
2021,Январь,программист,lead,офис,"['1С', 'СКД']",Москва,162000
2021,Январь,программист,middle,удаленно,['1С'],Мир,150000
2021,Январь,специалист,middle,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП', 'УТ', 'СКД']",Мир,394000
2021,Январь,разработчик,middle,офис,['1С'],Москва,150000
2021,Январь,руководитель,manager,офис,"['1С', 'УПП', 'ЗУП', 'УТ']",Москва,250000
2021,Январь,аналитик,middle,офис,"['1С', 'ERP']",Мир,192000
2021,Январь,программист,middle,удаленно,"['1С', 'ЗУП', 'БП']",Тула,85000
2021,Январь,программист,middle,удаленно,"['1С', 'ERP', 'УПП', 'БП', 'УТ']",Мир,138000
2021,Январь,аналитик,middle,удаленно,"['1С', 'ERP', 'УТ']",Москва,140000
2021,Январь,администратор,middle,гибкий,"['1С', 'ЗУП', 'БП']",Москва,105000
2021,Январь,разработчик,middle,удаленно,"['1С', 'SQL', 'СКД']",Краснодар,115000
2021,Январь,программист,middle,удаленно,"['1С', 'ERP']",Мир,100000
2021,Январь,специалист,middle,офис,['1С'],Мир,130000
2021,Январь,программист,lead,офис,"['1С', 'XML', 'JSON']",Москва,155000
2021,Январь,специалист,middle,удаленно,"['1С', 'СКД']",Москва,70000
2021,Январь,программист,middle,удаленно,['1С'],Москва,155000
2021,Январь,аналитик,middle,удаленно,"['1С', 'ЗУП', 'БП', 'УТ']",Россия,88000
2021,Январь,разработчик,junior,удаленно,"['1С', 'SQL', 'Java']",Мир,175000
2021,Январь,аналитик,lead,удаленно,['1С'],Москва,122000
2021,Январь,программист,middle,офис,"['1С', 'XML', 'JSON']",Екатеринбург,100000
2021,Январь,разработчик,middle,удаленно,"['1С', 'СКД', 'XML']",Москва,135000
2020,Декабрь,аналитик,lead,удаленно,"['1С', 'ERP']",Москва,149000
2020,Декабрь,консультант,lead,офис,"['1С', 'УТ']",Москва,110000
2020,Декабрь,разработчик,middle,удаленно,"['1С', 'SQL', 'БП', 'УТ', 'СКД']",Норильск,150000
2020,Декабрь,эксперт,middle,офис,"['1С', 'ERP']",Москва,250000
2020,Декабрь,аналитик,lead,удаленно,"['1С', 'ERP']",Мир,175000
2020,Декабрь,программист,middle,удаленно,"['1С', 'ERP', 'БП']",Самара,105000
2020,Декабрь,специалист,middle,офис,"['1С', 'SOAP']",Москва,158000
2020,Декабрь,инженер,middle,офис,['1С'],Москва,175000
2020,Декабрь,программист,lead,удаленно,"['1С', 'СКД']",Москва,131000
2020,Декабрь,разработчик,middle,офис,"['1С', 'JavaScript', 'Azure', 'ERP', 'REST API']",Воронеж,110000
2020,Декабрь,программист,middle,удаленно,"['1С', 'УТ']",Мир,114000
2020,Декабрь,разработчик,middle,удаленно,['1С'],Мир,110000
2020,Декабрь,программист,middle,удаленно,"['1С', 'ERP', 'УПП', 'УТ']",Москва,175000
2020,Декабрь,программист,middle,удаленно,"['1С', 'ЗУП', 'БП', 'УТ']",Томск,50000
2020,Декабрь,программист,middle,офис,"['1С', 'ERP', 'УТ']",Москва,175000
2020,Декабрь,программист,lead,офис,"['1С', 'ERP', 'СКД']",Ростов,765000
2020,Декабрь,программист,middle,удаленно,['1С'],Новосибирск,100000
2020,Ноябрь,программист,middle,офис,"['1С', 'УПП', 'ЗУП', 'БП', 'XML']",Москва,158000
2020,Ноябрь,специалист,middle,офис,"['1С', 'ERP', 'УПП']",Москва,114000
2020,Ноябрь,консультант,lead,офис,"['1С', 'ERP']",Москва,145000
2020,Ноябрь,программист,lead,удаленно,"['1С', 'ЗУП', 'БП']",Москва,162000
2020,Ноябрь,программист,middle,офис,"['1С', 'УПП']",Мытищи,149000
2020,Ноябрь,программист,lead,удаленно,['1С'],Москва,155000
2020,Ноябрь,программист,middle,удаленно,"['1С', 'ERP', 'СКД']",Москва,125000
2020,Ноябрь,руководитель,manager,офис,"['1С', 'ERP']",Москва,150000
2020,Ноябрь,консультант,lead,офис,"['1С', 'ERP']",Москва,160000
2020,Ноябрь,программист,middle,гибкий,"['1С', 'УТ', 'XML', 'JSON']",Москва,505000
2020,Ноябрь,программист,middle,удаленно,"['1С', 'УТ']",Мир,114000
2020,Ноябрь,разработчик,middle,офис,['БП'],Мир,100000
2020,Ноябрь,специалист,middle,офис,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ', 'СКД']",Москва,190000
2020,Ноябрь,программист,lead,удаленно,"['1С', 'ERP', 'УТ']",Краснодар,145000
2020,Ноябрь,программист,lead,офис,"['1С', 'JavaScript', 'HTML', 'CSS', 'ЗУП', 'УТ', 'SOAP']",Москва,145000
2020,Ноябрь,программист,lead,удаленно,"['1С', 'ERP', 'ЗУП']",Казань,95000
2020,Ноябрь,руководитель,manager,гибкий,['1С'],Мир,16000
2020,Ноябрь,программист,manager,офис,"['1С', 'ERP', 'СКД']",Тюмень,66000
2020,Октябрь,программист,middle,удаленно,"['1С', 'СКД']",Москва,158000
2020,Октябрь,программист,middle,гибкий,"['1С', 'Python', 'SOAP']",Нижний Новгород,105000
2020,Октябрь,программист,manager,офис,"['1С', 'Java', 'JavaScript', 'Node.js', 'ERP']",Мир,162000
2020,Октябрь,аналитик,manager,офис,"['1С', 'ERP']",Москва,160000
2020,Октябрь,программист,middle,гибкий,"['1С', 'SQL', 'ЗУП', 'XML', 'SOAP']",Московский,130000
2020,Октябрь,программист,middle,офис,"['1С', 'SQL', 'СКД']",Казань,375000
2020,Октябрь,аналитик,middle,удаленно,['1С'],Благовещенск,131000
2020,Октябрь,программист,senior,удаленно,"['1С', 'УТ']",Калининград,80000
2020,Октябрь,программист,manager,офис,['1С'],Екатеринбург,90000
2020,Октябрь,программист,middle,удаленно,"['1С', 'ЗУП', 'УТ']",Мир,122000
2020,Октябрь,программист,middle,офис,"['1С', 'ERP']",Москва,250000
2020,Октябрь,аналитик,lead,офис,['1С'],Москва,165000
2020,Октябрь,программист,manager,офис,['1С'],Мир,219000
2020,Октябрь,программист,manager,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП', 'УТ']",Москва,140000
2020,Октябрь,аналитик,middle,офис,"['1С', 'ERP', 'УТ']",Россия,125000
2020,Октябрь,программист,middle,удаленно,"['1С', 'ERP', 'УПП', 'УТ']",Липецк,65000
2020,Октябрь,программист,middle,офис,['1С'],Москва,150000
2020,Октябрь,программист,junior,удаленно,['1С'],Санкт-Петербург,62000
2020,Октябрь,программист,middle,офис,"['1С', 'ERP', 'УТ']",Краснодар,125000
2020,Октябрь,программист,middle,офис,"['1С', 'ЗУП']",Москва,150000
