Год,Месяц_текст,Название должности,Уровень позиции,Формат работы,Ключевые навыки,Город,Зарплата
2022,Май,разработчик,,удаленно,['1С'],Москва,200000
2022,Май,разработчик,,удаленно,"['1С', 'SQL']",Москва,150000
2022,Май,программист,,удаленно,['1С'],Московский,175000
2022,Май,аналитик 1с зуп,,гибрид,"['1С', 'ЗУП']",Россия,225000
2022,Май,разработчик,,гибрид,"['1С', 'ЗУП', 'СКД']",Москва,175000
2022,Май,аналитик,middle,офис,"['1С', 'ERP']",Зеленоград,218750
2022,Май,консультанта 1с,,удаленно,['1С'],Россия,105000
2022,Май,заместитель руководителя 1с альфа авто 🔌вилка: до 150 000р локация: удалённо full-time компания №1,manager,удаленно,['1С'],Мир,131250
2022,Май,программист,,офис,"['1С', 'ERP', 'СКД']",Казань,150000
2022,Май,разработчик,,удаленно,"['1С', 'УТ']",Россия,200000
2022,Май,программист,middle,удаленно,['1С'],Мир,135000
2022,Май,аналитик,middle,гибрид,"['1С', 'ERP']",Москва,175000
2022,Май,программист,,гибрид,"['1С', 'ЗУП']",Москва,237500
2022,Май,1с разработчик уровень дохода 100-150 тыс,,удаленно,"['1С', 'УПП', 'ЗУП']",Россия,125000
2022,Май,разработчик,manager,удаленно,"['1С', 'JSON', 'REST API']",Москва,250000
2022,Май,программист,,удаленно,"['1С', 'УТ', 'СКД']",Россия,170000
2022,Май,программист,,офис,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ', 'СКД']",Москва,235000
2022,Май,разработчик,,офис,"['1С', 'ERP', 'ЗУП']",Московский,19178
2022,Май,middle 1с разработчик уровень дохода 120-150 тыс,middle,удаленно,"['1С', 'УПП']",Новосибирск,135000
2022,Май,программист,,офис,"['1С', 'ЗУП']",Красноярск,110000
2022,Май,"программист 1с:erp компания: «балттранссервис» город: санкт-петербург формат: офис,",middle,удаленно,"['1С', 'ERP', 'УПП']",Россия,175000
2022,Май,программист,,офис,"['1С', 'ERP']",Москва,187500
2022,Май,с,middle,офис,['1С'],Краснодар,709237
2022,Май,разработчик,,офис,"['1С', 'ЗУП', 'БП']",Москва,237500
2022,Май,консультантов /,lead,гибрид,"['1С', 'ERP']",Ярославль,231250
2022,Май,разработчик,lead,офис,"['1С', 'ERP']",Москва,218750
2022,Май,разработчик,,офис,"['1С', 'УТ']",Москва,185000
2022,Май,,manager,гибрид,"['1С', 'ERP']",Санкт-Петербург,250000
2022,Май,специалиста,middle,удаленно,"['1С', 'ERP']",Россия,212500
2022,Май,программистов 1с,,удаленно,"['1С', 'ERP', 'УТ']",Россия,200000
2022,Май,младшего разработчика 1с (в связи с расширение команды развития 1с систем) мы предлагаем: - белая зп до 110к (после,junior,офис,"['1С', 'SQL']",Москва,96250
2022,Май,ведущего консультанта-аналитика 1с (мсфо),,гибрид,"['1С', 'ERP']",Москва,250000
2022,Май,программист,,удаленно,"['1С', 'УТ']",Россия,160474
2022,Май,разработчик,,гибрид,['1С'],Москва,137500
2022,Апрель,разработчик,,гибрид,['1С'],Тверь,135500
2022,Апрель,программист,,удаленно,['1С'],Россия,127500
2022,Апрель,программист,,гибрид,['1С'],Челябинск,160000
2022,Апрель,разработчик,,удаленно,"['1С', 'БП', 'СКД']",Россия,137500
2022,Апрель,программист,lead,гибрид,"['1С', 'ERP', 'УПП']",Москва,225000
2022,Апрель,программист,lead,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Ставрополь,130000
2022,Апрель,программист,,офис,"['1С', 'ЗУП']",Санкт-Петербург,162500
2022,Апрель,программист 1с /разработчик (стажер на полный день) ▪️мы находимся:г,,офис,"['1С', 'СКД']",Москва,50000
2022,Апрель,разработчик,,удаленно,['1С'],Россия,110000
2022,Апрель,"разработчика 1с: crm, mdm, тоир, ух 👀задачи: 📌разработка и сопровождение 1с: тоир, mdm, erp, ух 📌участие",,гибрид,"['1С', 'SQL', 'ERP', 'XML', 'JSON']",Москва,131250
2022,Апрель,,,офис,"['1С', 'SOAP']",Мир,212500
2022,Апрель,"консультант 1с, аналитик-консультант 1с",junior,офис,['1С'],Санкт-Петербург,88375
2022,Апрель,программист 1с,,гибрид,"['1С', 'ЗУП', 'СКД']",Мир,187500
2022,Апрель,"специалиста, который будет",middle,офис,"['1С', 'ERP']",Казань,185000
2022,Апрель,разработчик,,удаленно,"['1С', 'ЗУП', 'СКД']",Москва,162500
2022,Апрель,программист 1с,,гибрид,"['1С', 'ЗУП']",Мир,187500
2022,Апрель,программист,,гибкий,['1С'],Мир,225000
2022,Апрель,программист,,офис,"['1С', 'ЗУП']",Санкт-Петербург,140000
2022,Апрель,программист,,офис,"['1С', 'ERP', 'УПП', 'ЗУП']",Москва,225000
2022,Апрель,,,офис,"['1С', 'ERP']",Мир,437500
2022,Апрель,программист,,офис,['1С'],Новосибирск,125000
2022,Апрель,"архитектор 1с компания: it-интегратор «автомакон», направление «вкусвилл» (автоматизация цифровой экосистемы ритейлера с помощью 1с и ms sql)",lead,гибрид,"['1С', 'SQL']",Москва,345625
2022,Апрель,программист,lead,удаленно,"['1С', 'УТ']",Мир,175000
2022,Апрель,разработчика1с,,гибрид,"['1С', 'ERP', 'СКД']",Краснодар,187500
2022,Апрель,программист,middle,офис,"['1С', 'ERP', 'ЗУП']",Москва,205000
2022,Апрель,разработчика 1с чем предстоит заниматься: участие,,офис,"['1С', 'ЗУП']",Семёнов,175000
2022,Апрель,разработчик,,офис,"['1С', 'ERP']",Россия,150000
2022,Апрель,разработчик,,гибрид,"['1С', 'ERP', 'УТ']",Мир,185000
2022,Апрель,разработчик,middle,удаленно,['1С'],Россия,105000
2022,Апрель,программист,lead,офис,"['1С', 'ЗУП', 'БП']",Москва,190000
2022,Апрель,в доминант гк программистов 1с: 8,,удаленно,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ']",Россия,212500
2022,Апрель,программист 1с (удаленно или офис,,гибкий,"['1С', 'УПП']",Мир,135000
2022,Апрель,программиста 1c компания:совфрахт город:москва (метро парк победы) заработная плата: от 180 тысяч рублей net и,,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Москва,225000
2022,Апрель,программиста 1с для удаленной работы от 4 часов рабочего,,офис,"['1С', 'ERP', 'ЗУП', 'БП', 'УТ', 'СКД']",Московский,165000
2022,Апрель,программистов 1с,,гибкий,"['1С', 'ERP', 'ЗУП']",Казань,187500
2022,Апрель,🔸программист 1с 🔸формат: full time / пн-пт (офис/гибрид/удаленка) 🔸зарплата: оклад/сделка от 100-180 т,,гибрид,['1С'],Москва,125000
2022,Апрель,разработчик,manager,гибрид,"['1С', 'ЗУП']",Москва,225000
2022,Апрель,разработчик,,удаленно,"['1С', 'SQL', 'УТ']",Мир,180000
2022,Апрель,разработчик,senior,удаленно,"['1С', 'СКД', 'XML', 'JSON']",Москва,180000
2022,Апрель,аналитик,lead,гибрид,"['1С', 'ERP']",Москва,230000
2022,Апрель,классного специалиста и не менее классного коллегу,middle,удаленно,['1С'],Россия,212500
2022,Апрель,специалиста,middle,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'СКД']",Москва,187500
2022,Апрель,старший специалист по 1с компания: ао «мегафон ритейл» тип занятости: москва (м,middle,гибрид,"['1С', 'SQL', 'УТ', 'SOAP']",Москва,300000
2022,Апрель,"разработчиков, которые будут создавать на нашей платформе программных роботов для автоматизации процессов связанных с использованием 1с",,офис,['1С'],Мир,131250
2022,Апрель,программист 1с ‼️задачи: ▪️разработка на платформе 1с 8,,офис,"['1С', 'ERP', 'ЗУП', 'БП', 'СКД']",Новосибирск,218750
2022,Апрель,консультанта/,lead,гибрид,"['1С', 'ЗУП']",Санкт-Петербург,200000
2022,Апрель,программиста 1с для своего собственного отраслевого решения (утилизация отходов),,гибрид,"['1С', 'УТ']",Москва,200000
2022,Апрель,программист,,гибрид,"['1С', 'БП']",Москва,220000
2022,Апрель,,middle,удаленно,"['1С', 'ЗУП']",Россия,175000
2022,Апрель,программист,middle,удаленно,"['1С', 'ERP']",Москва,218750
2022,Апрель,"коллеги на позицию консультанта 1с (регламентированный учет, бухгалтерия)",,офис,"['1С', 'ERP']",Москва,165000
2022,Апрель,программист 1с компания: «аедон» локация: г,,гибкий,"['1С', 'ERP', 'REST API', 'ADODB']",Воронеж,170000
2022,Апрель,ведущий специалист 1с,middle,офис,"['1С', 'СКД']",Москва,175000
2022,Апрель,системного аналитика 1с 🤴 зп: от 150 🤑 компания: к7 k7,,гибрид,['1С'],Москва,187500
2022,Апрель,разработчик,,офис,"['1С', 'ЗУП']",Москва,144000
2022,Апрель,программиста 1с доход: 210-250 до,,удаленно,"['1С', 'SQL', 'ЗУП', 'УТ', 'СКД']",Москва,262500
2022,Апрель,программист,,удаленно,"['1С', 'SQL']",Москва,225000
2022,Апрель,рассмотреть нашу,middle,гибрид,['1С'],Мир,250000
2022,Апрель,"ведущий программист 1с/ senior зп от 120 000 до 165 000 руб топфактор – более 20 лет создаем автоматизированные решения на платформе «1с:предприятие» для управления талантами: kpi-управление, подбор, оценка и развитие сотрудников",middle,офис,"['1С', 'ERP', 'ЗУП', 'УТ', 'СКД']",Волгоград,142500
2022,Апрель,"в команду руководителя отдела разработки 1с 💻ит-компания хорека технолоджис, резидент сколково",manager,офис,"['1С', 'ЗУП', 'БП', 'УТ']",Москва,437500
2022,Апрель,программиста 1с бп корп,,удаленно,"['1С', 'БП']",Санкт-Петербург,187500
2022,Апрель,внутреннего разработчика-аналитика 1с со специализацией,,удаленно,"['1С', 'ЗУП']",Мир,225000
2022,Апрель,матерый консультант-аналитик 1с на полную занятость для долгосрочного сотрудничества,,офис,"['1С', 'ERP', 'УПП', 'УТ']",Мир,225000
2022,Апрель,разработчик,,удаленно,"['1С', 'ERP', 'УТ']",Мир,187500
2022,Апрель,разработчик,,гибрид,['1С'],Москва,160000
2022,Апрель,консультант,,удаленно,['1С'],Омск,143750
2022,Апрель,программист,,гибрид,['1С'],Москва,215000
2022,Апрель,программист,,гибкий,"['1С', 'СКД']",Краснодар,131250
2022,Апрель,программист,,удаленно,"['1С', 'SQL']",Россия,175000
2022,Апрель,разработчик,,офис,"['1С', 'ERP', 'УПП', 'ЗУП']",Мир,225000
2022,Апрель,внедренца 1с,,удаленно,"['1С', 'ERP', 'УТ']",Москва,130000
2022,Апрель,младшего продуктового аналитика 1с,junior,удаленно,"['1С', 'ERP', 'УТ']",Москва,105000
2022,Апрель,"инхаус, удалённая",,офис,"['1С', 'ЗУП', 'УТ', 'СКД']",Жуковский,312500
2022,Апрель,1с consultant,,офис,"['1С', 'ERP']",Зеленоград,165000
2022,Апрель,🔥 эксперт 1с по технологическим,,удаленно,"['1С', 'SQL']",Москва,375000
2022,Апрель,программист 1с (компания “форум-авто”) обязанности: •,,офис,"['1С', 'ЗУП']",Троицк,150000
2022,Апрель,ведущего консультанта-аналитика 1с офис расположен: г,manager,гибрид,"['1С', 'ERP']",Москва,250000
2022,Апрель,разработчиков на разные направления: erp; бухгалтерия 3,,офис,"['ERP', 'ЗУП']",Санкт-Петербург,150000
2022,Апрель,1с разработчик,,удаленно,['1С'],Мир,157500
2022,Апрель,"в команду 1с тестировщика (инхаус) москва, павелецкая оклад 140-180 net + годовой бонус дмс + стоматология гибридный график, полная удаленка задачи: -определение методов,",,гибрид,['1С'],Москва,160000
2022,Апрель,в команду tech lead 1с,lead,гибрид,['1С'],Москва,275000
2022,Апрель,опытного бизнес-аналитика 1с,,офис,"['1С', 'ERP']",Санкт-Петербург,166250
2022,Апрель,1с разработчик🔥 удаленный формат работы,,удаленно,['1С'],Мир,150000
2022,Апрель,программист,,удаленно,"['1С', 'СКД']",Россия,137500
2022,Апрель,функционального архитектора 1с (бюджетирование) офис расположен: г,manager,гибрид,"['1С', 'ERP']",Москва,312500
2022,Апрель,1с-разработчика зарплата: до 180 000р,,удаленно,['1С'],Мир,157500
2022,Апрель,программист,,гибкий,['1С'],Таганрог,110000
2022,Апрель,в свою команду аналитика 1с для участия,,гибрид,"['1С', 'ERP', 'УТ']",Самара,537030
2022,Апрель,программист,,офис,"['1С', 'ERP', 'ЗУП']",Пермь,125000
2022,Апрель,"в нашу команду программиста 1с8 ооо карьер-сервис комендантский проспект, пионерская, санкт-петербург, репищева улица, 20",middle,офис,"['1С', 'ERP', 'УТ']",Пионерский,200000
2022,Март,"ведущего бизнес аналитика 1с (зуп, бп)",,офис,"['1С', 'ЗУП', 'БП']",Санкт-Петербург,225000
2022,Март,"разработчик 1с отрасль: фарма💊 крупная компания: кол-во сотрудников 1000+ з/п: белая, зависит от грейда 150-210к на руки контакт: @dilya_turlina какие задачи предстоит решать: •доработка и поддержка конфигураций 1c на управляемых формах: 1с: управление аптечной сетью (ут 11); •архитектура и доработка уас",,гибкий,"['1С', 'УТ']",Россия,180000
2022,Март,программист,,удаленно,"['1С', 'ERP', 'ЗУП', 'СКД']",Первоуральск,140000
2022,Март,ведущего программиста 1с ут (11) задачи: подготовка тз участие,lead,удаленно,"['1С', 'ERP', 'БП', 'УТ']",Россия,218750
2022,Март,разработчик,,гибрид,"['1С', 'ERP']",Москва,218750
2022,Март,программист,,офис,"['1С', 'ERP', 'УТ']",Краснодар,140000
2022,Март,разработчик,lead,гибрид,"['1С', 'ERP']",Москва,215000
2022,Март,программист,,гибрид,"['1С', 'ЗУП', 'БП']",Химки,160000
2022,Март,программиста 1с erp,,гибкий,"['1С', 'ERP']",Екатеринбург,175000
2022,Март,программист,,удаленно,"['1С', 'SQL', 'ЗУП']",Уфа,137500
2022,Март,программист,,гибкий,"['1С', 'ERP']",Мир,408302
2022,Март,программист,,гибрид,"['1С', 'ERP', 'УПП', 'ЗУП', 'БП', 'СКД']",Москва,175000
2022,Март,it бизнес партнера 1с (hr блок),,гибрид,"['1С', 'ЗУП']",Мир,201250
2022,Март,разработчик,,гибрид,['1С'],Москва,120000
2022,Март,консультант,,офис,['1С'],Москва,135000
2022,Март,программист,,офис,"['1С', 'ERP', 'УПП', 'СКД']",Новосибирск,170000
2022,Март,программист 1с компания: цифровой блок ниу,lead,гибрид,['1С'],Москва,185000
2022,Март,программист,,офис,"['1С', 'УТ']",Москва,200000
2022,Март,,,гибрид,['1С'],Москва,312500
2022,Март,разработчик,,гибрид,"['1С', 'ERP', 'БП', 'УТ']",Москва,207500
2022,Март,консультант,middle,офис,"['1С', 'ERP', 'БП', 'УТ']",Москва,175000
2022,Март,,lead,гибрид,"['1С', 'ERP']",Москва,183750
2022,Март,системного аналитика 1с,,удаленно,"['1С', 'УТ']",Санкт-Петербург,187500
2022,Март,программист,middle,офис,"['1С', 'ERP']",Казань,137500
2022,Март,«ведущий разработчик» компания: гэндальф главный офис: ростов-на-дону график: 5/2 с 9-18 (удаленно\офис) доход: 140-160 на руки,middle,удаленно,"['1С', 'ERP', 'УПП']",Ростов,175000
2022,Март,программист,lead,удаленно,"['1С', 'ЗУП']",Санкт-Петербург,175000
2022,Март,программист,senior,гибрид,['1С'],Москва,200000
2022,Март,разработчик,lead,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП']",Новосибирск,150000
2022,Март,разработчик,,гибрид,"['1С', 'ERP']",Москва,175000
2022,Март,аналитик 1с уровень дохода до 200 000 gross + годовой бонус 🔸обязанности: - участие,,гибрид,['1С'],Россия,27262
2022,Март,разработчик,,удаленно,"['1С', 'УТ']",Москва,165000
2022,Март,программист,,офис,"['1С', 'ERP', 'УТ']",Москва,150000
2022,Март,специалистов: - аналитик 1с:ут (опер,middle,удаленно,"['1С', 'ERP', 'УТ']",Москва,187500
2022,Март,"разработчика 1с на длительный срок, уже есть планы работ на ближайшие 2-3 года",,удаленно,"['1С', 'СКД']",Новокузнецк,125000
2022,Март,разработчик,lead,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'XML', 'JSON']",Москва,250000
2022,Март,программист,lead,офис,['1С'],Мир,115000
2022,Март,программист,,гибрид,['1С'],Санкт-Петербург,172500
2022,Март,программист,,удаленно,"['1С', 'ERP', 'УПП', 'ЗУП']",Москва,185000
2022,Март,,,офис,"['1С', 'ERP']",Россия,150000
2022,Март,"человека, который поможет нам",,гибкий,"['1С', 'SQL', 'ERP']",Россия,225000
2022,Март,разработчик,,гибрид,"['1С', 'ERP']",Москва,237500
2022,Март,программист,,удаленно,['1С'],Москва,126250
2022,Март,программист 1с уровень дохода до 190 000 gross + годовой бонус 🔸задачи: •реализация проектов на платформе 1с; •сопровождение предприятия,,гибрид,"['1С', 'ЗУП']",Россия,39762
2022,Март,программиста 1с,,удаленно,"['1С', 'УТ']",Мир,160000
2022,Март,программист,,офис,['1С'],Мытищи,130000
2022,Март,опытного разработчика 1с-битрикс,,офис,"['1С', 'JavaScript', 'HTML', 'CSS']",Пермь,180000
2022,Март,программист,,офис,"['1С', 'ERP']",Москва,250677
2022,Март,в свою команду,lead,гибрид,"['1С', 'УТ']",Московский,625000
2022,Март,программист,middle,удаленно,['1С'],Москва,140000
2022,Март,разработчик,middle,гибрид,"['1С', 'ERP', 'БП', 'УТ', 'СКД']",Москва,200000
2022,Март,программист,,гибрид,"['1С', 'ЗУП']",Москва,215000
2022,Март,программист,,удаленно,['1С'],Москва,140000
2022,Март,"1с разработчика, местоположение г",,удаленно,"['1С', 'SQL', 'СКД', 'XML', 'JSON']",Тула,160000
2022,Март,программист,,офис,['1С'],Россия,190000
2022,Март,руководитель отдела разработки 1с условия: • официальное оформление с первого рабочего дня по тк рф; • уровень дохода до 300 тыс,manager,офис,"['1С', 'ЗУП', 'БП', 'УТ', 'XML', 'JSON', 'SOAP']",Москва,262500
2022,Март,в команду: ⁃ коллегу уровня мидл ⁃,,удаленно,"['1С', 'УТ']",Москва,150000
2022,Март,junior 1с разработчик компания новатек (ооо «нтк сибирь») уровень дохода 100-120 тыс,junior,офис,['1С'],Новосибирск,110000
2022,Март,функционального архитектора 1с,manager,офис,"['1С', 'ERP']",Москва,227500
2022,Март,программист,,удаленно,['1С'],Москва,225000
2022,Март,руководитель,manager,удаленно,"['1С', 'ERP']",Санкт-Петербург,225000
2022,Март,программист,middle,удаленно,"['1С', 'ERP', 'СКД']",Санкт-Петербург,190000
2022,Март,разработчик,middle,удаленно,"['1С', 'ERP']",Санкт-Петербург,155000
2022,Март,менеджер,lead,удаленно,"['1С', 'БП', 'СКД']",Санкт-Петербург,250000
2022,Март,программист,middle,гибрид,"['1С', 'ЗУП', 'БП', 'УТ']",Москва,150000
2022,Март,программист,,удаленно,"['1С', 'SQL', 'УТ']",Москва,175000
2022,Март,разработчик,,офис,"['1С', 'СКД']",Россия,200000
2022,Март,1с разработчика,,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'УТ']",Москва,870625
2022,Март,менеджер,,удаленно,"['1С', 'ЗУП', 'БП']",Москва,262500
2022,Март,ведущий программист 1с компания: крупнейший производитель замороженных полуфабрикатов сибири,lead,гибрид,"['1С', 'ERP', 'УПП']",Новосибирск,155000
2022,Март,программист,,гибрид,['1С'],Москва,27503
2022,Март,программист 1с: документооборот компания: цифровой блок (государственное учреждение) локация: москва формат: офис/гибрид/удаленка з/п: 170 – 220 т,manager,гибрид,"['1С', 'СКД', 'XML']",Москва,195000
2022,Март,программист - разработчик 1с,,удаленно,['1С'],Мир,200000
2022,Март,"в команду 1с аналитика (инхаус) москва, павелецкая оклад 140-180 net + годовой бонус дмс + стоматология гибридный график обязанности: -интервьюирование ключевых пользователей с целью уточнения бизнес-проблем -формирование технических заданий -разработка проектных решений, постановка задач -формирование проектной документации с применением atlassian (jira, confluence) -тестирование нового функционала -формирование базы знаний требования: -наличие успешного опыта",,гибрид,"['1С', 'ЗУП']",Москва,160000
2022,Март,аналитик,,офис,"['1С', 'ERP']",Москва,200000
2022,Март,"программиста 1с унф компания: illan communication, крупнейшее коммуникационном агентство",,удаленно,['1С'],Россия,225000
2022,Март,аналитик 1с обязанности • сопровождение и,,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'БП']",Россия,12625
2022,Март,разработчик,,офис,"['1С', 'ERP', 'БП', 'УТ']",Москва,175000
2022,Март,консультант,,удаленно,"['1С', 'ЗУП']",Краснодар,74055
2022,Март,разработчик,lead,офис,"['1С', 'СКД']",Московский,175000
2022,Март,функционального архитектора 1с,lead,офис,"['1С', 'ERP', 'ЗУП']",Мир,275000
2022,Март,программист,,гибрид,"['1С', 'УТ', 'СКД']",Москва,175000
2022,Март,программист,,удаленно,"['1С', 'ERP', 'УПП', 'БП', 'УТ']",Мир,162500
2022,Март,аналитик,lead,гибрид,"['1С', 'ЗУП']",Москва,187500
2022,Февраль,программист,,офис,['1С'],Москва,150000
2022,Февраль,разработчик,lead,гибрид,"['1С', 'ЗУП', 'БП', 'УТ', 'СКД', 'JSON']",Россия,175000
2022,Февраль,разработчик,,гибрид,['1С'],Россия,135000
2022,Февраль,руководитель,manager,офис,"['1С', 'ERP']",Новосибирск,175000
2022,Февраль,в нашу дружную команду бизнес-аналитиков 1с на конфигурации бит,,гибрид,['1С'],Москва,215000
2022,Февраль,программист,,офис,"['1С', 'ERP', 'УПП', 'ЗУП', 'УТ', 'СКД']",Россия,625001
2022,Февраль,"ведущий программист 1с ерп (удаленно) зп 160-200тыс руб gross обязанности: разработка новых функциональных подсистем, отчётов и обработок",middle,удаленно,"['1С', 'ERP', 'XML', 'JSON', 'SOAP']",Россия,180000
2022,Февраль,программист,,офис,"['1С', 'ЗУП']",Россия,46488
2022,Февраль,сильные и опытные разработчики — если,,удаленно,['1С'],Москва,175000
2022,Февраль,менеджер,,гибрид,"['1С', 'SQL', 'ERP']",Москва,30633
2022,Февраль,консультант-аналитик 1с,,офис,"['1С', 'ERP', 'ЗУП']",Краснодар,130000
2022,Февраль,разработчик,,гибрид,"['1С', 'ERP']",Москва,218750
2022,Февраль,аналитик 1с:до компания: страховая компания «согласие» город: москва офис: м,,гибрид,['1С'],Москва,109065
2022,Февраль,"разработчик 1 с москва, ао «крдв», erdc",,офис,"['1С', 'ERP', 'ЗУП']",Москва,250000
2022,Февраль,1с-консультанта мы предлагаем: стабильную,,офис,"['1С', 'УТ', 'СКД']",Светлый,140000
2022,Февраль,программиста москва гк «фобизнес» https://4bis,,гибрид,['1С'],Москва,175000
2022,Февраль,,,гибрид,['1С'],Москва,174125
2022,Февраль,программист,manager,удаленно,['1С'],Мир,155000
2022,Февраль,"администратора 1с задачи: • администрировать кластеры 1с (настройка рабочих серверов, требования назначения функциональности и тд) • настройка и анализ технологического журнала 1с; • администрирование ms sql server, postgresql (анализ индексов, запросов, мониторинг производительности) • поддержка pipeline по доставке кода конфигурации 1с",,удаленно,"['1С', 'SQL']",Мир,175000
2022,Февраль,❗ аналитиков 1с❗для участия,,гибрид,"['1С', 'ERP', 'УТ']",Казань,137500
2022,Февраль,(инхаус),,удаленно,"['1С', 'УТ']",Кострома,150000
2022,Февраль,аналитик 1с для поддержки и развития корпоративной ис на базе 1с erp и 1с документооборот,,гибрид,"['1С', 'ERP']",Россия,165000
2022,Февраль,программист 1с г,,офис,"['1С', 'УПП', 'ЗУП']",Россия,162500
2022,Февраль,конфигураций,manager,офис,"['1С', 'УПП', 'УТ', 'СКД']",Московский,94075
2022,Февраль,разработчик,,удаленно,"['1С', 'СКД']",Мир,250000
2022,Февраль,консультанта 1с erp,lead,гибрид,"['1С', 'ERP']",Москва,175000
2022,Февраль,программист,manager,удаленно,['1С'],Воронеж,162500
2022,Февраль,разработчик,middle,офис,"['1С', 'ЗУП']",Россия,96250
2022,Февраль,программистов 1с,,офис,"['1С', 'SQL', 'ЗУП', 'БП', 'УТ', 'СКД']",Ростов,127500
2022,Февраль,аналитик,middle,удаленно,"['1С', 'ERP', 'УТ']",Ростов,125000
2022,Февраль,программист,,удаленно,"['1С', 'SQL', 'СКД']",Москва,131250
2022,Февраль,программист,,удаленно,['1С'],Москва,175000
2022,Февраль,аналитик,,удаленно,['1С'],Мир,140000
2022,Февраль,🔸инженер-программист 1с (внутренняя корпоративная разработка) 🔸формат: full time / пн-пт / удаленка 🔸оклад: до 200 т,,удаленно,"['1С', 'SQL', 'XML', 'JSON']",Россия,175000
2022,Февраль,разработчик,,офис,"['1С', 'СКД']",Москва,187500
2022,Февраль,программист,middle,офис,"['1С', 'ERP', 'ЗУП', 'XML', 'JSON', 'REST API']",Мир,251250
2022,Февраль,программист,middle,удаленно,['1С'],Мир,205625
2022,Февраль,разработчик 1с:erp (инхаус) группа компаний,,удаленно,"['1С', 'ERP', 'УПП', 'СКД']",Россия,175000
2022,Февраль,программист,,офис,"['1С', 'УТ']",Мир,162500
2022,Февраль,программист,manager,удаленно,['1С'],Россия,187500
2022,Февраль,программист,,удаленно,"['1С', 'СКД']",Мир,187500
2022,Февраль,"программиста 1с город: красноярск формат работы: гибридный либо офис уровень дохода обсуждается индивидуально и начинается от 101 000 руб наши задачи: • сопровождение конфигураций зуп и бп, создание дополнительных отчётов и обработок • ежедневная техническая поддержка пользователей 1с • поддержка и сопровождение перехода из 1",,гибрид,"['1С', 'ЗУП', 'БП']",Красноярск,126250
2022,Февраль,человека,,удаленно,"['1С', 'ЗУП', 'БП', 'УТ']",Екатеринбург,135000
2022,Февраль,битрикс-разработчика,,удаленно,"['1С', 'HTML', 'CSS']",Воронеж,131250
2022,Февраль,разработчика 1с для,senior,гибрид,"['1С', 'ERP', 'ЗУП']",Москва,225000
2022,Февраль,"стажер 1с, умение гуглить, быстро осваивать предоставленный учебный материал не боятся задач уметь задавать",,офис,['1С'],Челябинск,50000
2022,Февраль,"старшего консультанта/менеджера 1с обязанности: 🟡обследование бизнес-процессов, сбор и анализ бизнес-требований; 🟡разработка целевого",senior,офис,['1С'],Мир,250000
2022,Февраль,программиста 1с,,удаленно,"['1С', 'ERP', 'ЗУП', 'УТ']",Москва,140000
2022,Февраль,разработчик,,удаленно,"['1С', 'ЗУП']",Москва,250000
2022,Февраль,менеджер,,удаленно,"['1С', 'ЗУП']",Москва,262500
2022,Февраль,программист,,удаленно,['1С'],Люберцы,245000
2022,Февраль,разработчик,middle,гибрид,"['1С', 'ERP', 'УПП', 'СКД']",Москва,200000
2022,Февраль,программист,,офис,"['1С', 'ERP', 'УПП', 'ЗУП']",Россия,250000
2022,Февраль,программиста 1с,,офис,"['1С', 'ЗУП', 'БП', 'УТ', 'СКД', 'XML', 'JSON']",Москва,250000
2022,Февраль,разработчика 1с г,,офис,"['1С', 'ERP', 'ЗУП']",Москва,109585
2022,Февраль,программист,junior,удаленно,"['1С', 'УТ']",Кострома,62050
2022,Февраль,аналитик,,офис,['1С'],Краснодар,126250
2022,Февраль,программист,,офис,"['1С', 'ЗУП', 'SOAP']",Москва,160000
2022,Февраль,разработчика 1с чем предстоит заниматься: •участвовать,,гибрид,"['1С', 'ERP', 'УПП', 'СКД']",Санкт-Петербург,137500
2022,Февраль,программист,,удаленно,"['1С', 'ERP', 'УТ']",Россия,187500
2022,Февраль,менеджер,,офис,['1С'],Москва,95000
2022,Февраль,"аналитик 1с компания: автомакон, направление sprydev (автоматизация среднего и крупного бизнеса с помощью 1с)",,гибрид,"['1С', 'ERP', 'УТ']",Москва,218750
2022,Февраль,ведущий программист(архитектор) компания: цифровой блок (государственное учреждение) локация: москва формат: офис/гибрид/ з/п: 250 – 350 т,lead,гибрид,"['1С', 'XML']",Москва,300000
2022,Февраль,руководитель,lead,удаленно,['1С'],Мир,375000
2022,Февраль,"в команду разработки на проект erp, сама команда разработчиков под проект 15 человек, на каждые 7 отдельный тимлид 💡вы научитесь работать",lead,удаленно,"['1С', 'SQL', 'ERP']",Казань,218750
2022,Февраль,конфигураций,,удаленно,['1С'],Мир,150000
2022,Февраль,разработчик,,удаленно,"['1С', 'СКД']",Мир,175000
2022,Февраль,аналитик,,удаленно,['1С'],Мир,135000
2022,Февраль,аналитика 1с: зуп,,гибрид,"['1С', 'ЗУП']",Санкт-Петербург,187500
